retrieval_model,qna_model,case_id,accuracy,match,combo
chatgpt,perplexity,Case10,65.0,False,chatgpt_perplexity
chatgpt,perplexity,Case7,70.0,True,chatgpt_perplexity
chatgpt,perplexity,Case44,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case23,71.42857142857143,True,chatgpt_perplexity
chatgpt,perplexity,Case25,38.88888888888889,False,chatgpt_perplexity
chatgpt,perplexity,Case33,65.0,False,chatgpt_perplexity
chatgpt,perplexity,Case37,65.0,True,chatgpt_perplexity
chatgpt,perplexity,Case42,60.0,True,chatgpt_perplexity
chatgpt,perplexity,Case39,61.904761904761905,True,chatgpt_perplexity
chatgpt,perplexity,Case34,65.0,False,chatgpt_perplexity
chatgpt,perplexity,Case11,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case14,47.61904761904761,True,chatgpt_perplexity
chatgpt,perplexity,Case2,52.63157894736842,False,chatgpt_perplexity
chatgpt,perplexity,Case3,70.0,False,chatgpt_perplexity
chatgpt,perplexity,Case49,61.904761904761905,True,chatgpt_perplexity
chatgpt,perplexity,Case47,57.14285714285714,True,chatgpt_perplexity
chatgpt,perplexity,Case13,50.0,False,chatgpt_perplexity
chatgpt,perplexity,Case32,61.904761904761905,False,chatgpt_perplexity
chatgpt,perplexity,Case43,60.0,True,chatgpt_perplexity
chatgpt,perplexity,Case19,70.0,False,chatgpt_perplexity
chatgpt,perplexity,Case4,61.904761904761905,True,chatgpt_perplexity
chatgpt,perplexity,Case20,61.904761904761905,True,chatgpt_perplexity
chatgpt,perplexity,Case5,44.44444444444444,False,chatgpt_perplexity
chatgpt,perplexity,Case38,65.0,True,chatgpt_perplexity
chatgpt,perplexity,Case22,75.0,True,chatgpt_perplexity
chatgpt,perplexity,Case30,61.111111111111114,False,chatgpt_perplexity
chatgpt,perplexity,Case15,45.0,False,chatgpt_perplexity
chatgpt,perplexity,Case31,60.0,False,chatgpt_perplexity
chatgpt,perplexity,Case46,38.88888888888889,False,chatgpt_perplexity
chatgpt,perplexity,Case29,47.05882352941176,False,chatgpt_perplexity
chatgpt,perplexity,Case12,70.0,False,chatgpt_perplexity
chatgpt,perplexity,Case26,44.44444444444444,False,chatgpt_perplexity
chatgpt,perplexity,Case28,57.89473684210527,False,chatgpt_perplexity
