retrieval_model,qna_model,case_id,accuracy,match,combo
chatgpt,perplexity,Case10,44.44444444444444,False,chatgpt_perplexity
chatgpt,perplexity,Case7,75.0,False,chatgpt_perplexity
chatgpt,perplexity,Case44,52.63157894736842,False,chatgpt_perplexity
chatgpt,perplexity,Case23,40.0,False,chatgpt_perplexity
chatgpt,perplexity,Case25,52.63157894736842,False,chatgpt_perplexity
chatgpt,perplexity,Case33,63.1578947368421,False,chatgpt_perplexity
chatgpt,perplexity,Case37,63.1578947368421,False,chatgpt_perplexity
chatgpt,perplexity,Case39,66.66666666666666,False,chatgpt_perplexity
chatgpt,perplexity,Case34,68.42105263157895,False,chatgpt_perplexity
chatgpt,perplexity,Case11,57.89473684210527,False,chatgpt_perplexity
chatgpt,perplexity,Case14,68.42105263157895,False,chatgpt_perplexity
chatgpt,perplexity,Case2,66.66666666666666,False,chatgpt_perplexity
chatgpt,perplexity,Case9,41.17647058823529,False,chatgpt_perplexity
chatgpt,perplexity,Case1,29.411764705882355,False,chatgpt_perplexity
chatgpt,perplexity,Case3,76.19047619047619,False,chatgpt_perplexity
chatgpt,perplexity,Case47,44.44444444444444,False,chatgpt_perplexity
chatgpt,perplexity,Case17,72.22222222222221,False,chatgpt_perplexity
chatgpt,perplexity,Case32,50.0,False,chatgpt_perplexity
chatgpt,perplexity,Case43,57.89473684210527,False,chatgpt_perplexity
chatgpt,perplexity,Case20,63.1578947368421,False,chatgpt_perplexity
chatgpt,perplexity,Case5,72.22222222222221,False,chatgpt_perplexity
chatgpt,perplexity,Case38,63.1578947368421,False,chatgpt_perplexity
chatgpt,perplexity,Case22,50.0,False,chatgpt_perplexity
chatgpt,perplexity,Case30,52.63157894736842,False,chatgpt_perplexity
chatgpt,perplexity,Case15,55.55555555555556,False,chatgpt_perplexity
chatgpt,perplexity,Case46,78.94736842105263,False,chatgpt_perplexity
chatgpt,perplexity,Case12,50.0,False,chatgpt_perplexity
chatgpt,perplexity,Case6,57.89473684210527,False,chatgpt_perplexity
